Project Name,Street Name,Property Type,Sale Date,Transacted Price ($),Unit Price ($ PSF),Area (SQFT),Postal District,Floor Level,Tenure,latitude,longitude,geocoded_address,price_level,psf_level
ATRIUM RESIDENCES,GEYLANG ROAD,Retail,2021-07-01,2460000,1785.0,1377.79,14,-,Freehold,1.31357032036401,103.885616424065,512 GEYLANG ROAD ATRIUM RESIDENCES SINGAPORE 389468,1-3M,<2k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2021-07-01,590000,2610.0,226.04,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,2-4k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-07-01,686400,1932.0,355.21,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,<2k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-07-01,748800,2108.0,355.21,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,2-4k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-07-01,592800,1488.0,398.27,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,<2k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-07-01,648960,1827.0,355.21,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,<2k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2021-07-01,480000,2787.0,172.22,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2021-07-01,694400,2805.0,247.57,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2021-07-01,663600,2802.0,236.81,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2021-07-01,602000,2796.0,215.28,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
ENG KONG PARK,ENG KONG TERRACE,Shop House,2021-07-01,3780000,2477.0,1526.34,21,-,Freehold,1.33645990991898,103.768906484256,1 ENG KONG TERRACE ENG KONG PARK SINGAPORE 598973,3-10M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2021-07-01,998000,4636.0,215.28,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,<1M,4-7k PSF
HEXACUBE,CHANGI ROAD,Retail,2021-07-01,685000,2652.0,258.34,14,01 to 05,Freehold,1.3167232592555,103.902443640278,160 CHANGI ROAD HEXACUBE SINGAPORE 419728,<1M,2-4k PSF
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,2021-07-01,1180000,3045.0,387.5,15,01 to 05,Freehold,1.3040973115095,103.901515916971,865 MOUNTBATTEN ROAD KATONG SHOPPING CENTRE SINGAPORE 437844,1-3M,2-4k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2021-07-01,10400000,20557.0,505.91,9,B1 to B5,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,>10M,>7k PSF
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,2021-07-01,2500000,11060.0,226.04,9,01 to 05,Freehold,1.30178778502846,103.838659766022,220 ORCHARD ROAD MIDPOINT ORCHARD SINGAPORE 238852,1-3M,>7k PSF
NOVENA REGENCY,THOMSON ROAD,Retail,2021-07-01,4598000,4854.0,947.23,11,01 to 05,Freehold,1.32114652933088,103.841550400671,275 THOMSON ROAD NOVENA REGENCY SINGAPORE 307645,3-10M,4-7k PSF
SOHO LIFE,JOO CHIAT ROAD,Retail,2021-07-01,950000,2674.0,355.21,15,01 to 05,Freehold,1.311960653325,103.900424708242,216 JOO CHIAT ROAD SOHO LIFE SINGAPORE 427483,<1M,2-4k PSF
SULTAN PLAZA,JALAN SULTAN,Retail,2021-07-01,25250000,816.0,30946.5,7,06 to 10,99 yrs lease commencing from 1978,1.30294528666428,103.861851786605,100 JALAN SULTAN GOLDEN SULTAN PLAZA SINGAPORE 199001,>10M,<2k PSF
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,2021-07-01,12350000,10575.0,1167.89,1,-,999 yrs lease commencing from 1827,1.28243235039885,103.846560038081,25A CLUB STREET TELOK AYER CONSERVATION AREA SINGAPORE 069412,>10M,>7k PSF
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,2021-07-01,13150000,10783.0,1219.56,1,-,999 yrs lease commencing from 1827,1.28243235039885,103.846560038081,25A CLUB STREET TELOK AYER CONSERVATION AREA SINGAPORE 069412,>10M,>7k PSF
TEXTILE CENTRE,JALAN SULTAN,Retail,2021-07-01,7288000,2177.0,3347.6,7,01 to 05,99 yrs lease commencing from 1970,1.30393835645617,103.861630792094,200 JALAN SULTAN TEXTILE CENTRE SINGAPORE 199018,3-10M,2-4k PSF
THOMSON V TWO,SIN MING ROAD,Retail,2021-07-01,300000,5574.0,53.82,20,01 to 05,Freehold,1.35341660995058,103.835547156524,11 SIN MING ROAD THOMSON V TWO SINGAPORE 575629,<1M,4-7k PSF
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,2021-06-01,980000,3794.0,258.34,21,01 to 05,999 yrs lease commencing from 1884,1.34180018619223,103.776259359854,140 UPPER BUKIT TIMAH ROAD BEAUTY WORLD PLAZA SINGAPORE 588176,<1M,2-4k PSF
BOAT QUAY CONSERVATION AREA,BOAT QUAY,Shop House,2021-06-01,11200000,11824.0,947.23,1,-,999 yrs lease commencing from 1826,1.28814297750701,103.848933996224,1 CIRCULAR ROAD BOAT QUAY CONSERVATION AREA SINGAPORE 049357,>10M,>7k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2021-06-01,1010000,2406.0,419.8,21,B1 to B5,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,1-3M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2021-06-01,528000,2453.0,215.28,21,B1 to B5,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,<1M,2-4k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2021-06-01,408000,2230.0,182.99,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,2-4k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2021-06-01,340000,2430.0,139.93,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-06-01,674500,1694.0,398.27,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,<2k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-06-01,798000,1765.0,452.09,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,<2k PSF
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Retail,2021-06-01,1750000,1676.0,1044.11,1,01 to 05,99 yrs lease commencing from 1972,1.28497488239922,103.846439133077,150 SOUTH BRIDGE ROAD FOOK HAI BUILDING SINGAPORE 058727,1-3M,<2k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2021-06-01,598000,1916.0,312.16,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,<1M,<2k PSF
FRANKEL ESTATE,EAST COAST ROAD,Shop House,2021-06-01,6600000,2633.0,2506.94,15,-,Freehold,1.31045459393246,103.917764200314,627 EAST COAST ROAD FRANKEL ESTATE SINGAPORE 459013,3-10M,2-4k PSF
GOLDEN MILE TOWER,BEACH ROAD,Retail,2021-06-01,460000,2374.0,193.75,7,01 to 05,99 yrs lease commencing from 1969,1.30189174683933,103.864140679249,6001 BEACH ROAD GOLDEN MILE TOWER SINGAPORE 199589,<1M,2-4k PSF
KAMPONG GLAM CONSERVATION AREA,BEACH ROAD,Shop House,2021-06-01,4700000,3374.0,1392.86,7,-,99 yrs lease commencing from 2005,1.30024893968556,103.859535195942,243 BEACH ROAD KAMPONG GLAM CONSERVATION AREA SINGAPORE 189754,3-10M,2-4k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2021-06-01,2100000,9755.0,215.28,9,01 to 05,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,>7k PSF
MACPHERSON MALL,MACPHERSON ROAD,Retail,2021-06-01,3000000,2934.0,1022.58,13,01 to 05,Freehold,1.33372210930312,103.887530827719,601 MACPHERSON ROAD GRANTRAL MALL @ MACPHERSON SINGAPORE 368242,1-3M,2-4k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2021-06-01,1100000,5379.0,204.52,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,1-3M,4-7k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2021-06-01,1000000,5465.0,182.99,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,<1M,4-7k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2021-06-01,600000,1360.0,441.32,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2021-06-01,660000,1363.0,484.38,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2021-06-01,420000,3547.0,118.4,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,<1M,2-4k PSF
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,2021-06-01,12113000,4353.0,2782.49,19,-,999 yrs lease commencing from 1955,1.36217334688886,103.8727975957,7 SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555906,>10M,4-7k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2021-06-01,1200000,2934.0,409.03,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2021-06-01,1274000,3115.0,409.03,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,2-4k PSF
SUN COURT,LORONG KILAT,Retail,2021-06-01,2050000,1380.0,1485.43,21,01 to 05,Freehold,1.340855783603,103.77313936698,21 LORONG KILAT SUN COURT SINGAPORE 598123,1-3M,<2k PSF
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,2021-06-01,9500000,8279.0,1147.44,1,-,999 yrs lease commencing from 1827,1.28134247419849,103.845679513109,5 ANN SIANG ROAD TELOK AYER CONSERVATION AREA SINGAPORE 069688,3-10M,>7k PSF
TELOK AYER CONSERVATION AREA,STANLEY STREET,Shop House,2021-06-01,15000000,11451.0,1309.98,1,-,Freehold,1.27978465719004,103.847598399228,1 STANLEY STREET TELOK AYER CONSERVATION AREA SINGAPORE 068720,>10M,>7k PSF
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,2021-06-01,9280000,7426.0,1249.7,1,-,999 yrs lease commencing from 1827,1.28134247419849,103.845679513109,5 ANN SIANG ROAD TELOK AYER CONSERVATION AREA SINGAPORE 069688,3-10M,>7k PSF
THE ARCADE,COLLYER QUAY,Retail,2021-06-01,825000,12774.0,64.58,1,01 to 05,99 yrs lease commencing from 1979,1.283619583733,103.852068945868,11 COLLYER QUAY THE ARCADE SINGAPORE 049317,<1M,>7k PSF
THE PLAZA,BEACH ROAD,Retail,2021-06-01,650000,1285.0,505.91,7,01 to 05,99 yrs lease commencing from 1968,1.29962022781589,103.860647264964,7500 BEACH ROAD THE PLAZA SINGAPORE 199590,<1M,<2k PSF
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,2021-06-01,1480000,4167.0,355.21,20,01 to 05,99 yrs lease commencing from 1976,1.35466902496424,103.830919782333,301 UPPER THOMSON ROAD THOMSON PLAZA SINGAPORE 574408,1-3M,4-7k PSF
THOMSON V TWO,SIN MING ROAD,Retail,2021-06-01,415000,1752.0,236.81,20,B1 to B5,Freehold,1.35341660995058,103.835547156524,11 SIN MING ROAD THOMSON V TWO SINGAPORE 575629,<1M,<2k PSF
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,2021-06-01,480000,3185.0,150.7,5,B1 to B5,Freehold,1.27980322314972,103.78590960328,3 SOUTH BUONA VISTA ROAD VIVA VISTA SINGAPORE 118136,<1M,2-4k PSF
BALESTIER HOTEL,BALESTIER ROAD,Shop House,2021-05-01,15000000,1447.0,10365.73,12,-,Freehold,1.32522589411353,103.849916712115,387 BALESTIER ROAD AQUEEN HOTEL - BALESTIER SINGAPORE 329795,>10M,<2k PSF
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2021-05-01,638000,2964.0,215.28,21,01 to 05,99 yrs lease commencing from 1979,1.34241264188642,103.776539385406,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,<1M,2-4k PSF
BLAIR PLAIN CONSERVATION AREA,KAMPONG BAHRU ROAD,Shop House,2021-05-01,6190000,5242.0,1180.81,3,-,Freehold,1.27715399003502,103.836948399168,1 KAMPONG BAHRU ROAD BLAIR PLAIN CONSERVATION AREA SINGAPORE 169339,3-10M,4-7k PSF
BLAIR PLAIN CONSERVATION AREA,KAMPONG BAHRU ROAD,Shop House,2021-05-01,6190000,5325.0,1162.51,3,-,Freehold,1.27715399003502,103.836948399168,1 KAMPONG BAHRU ROAD BLAIR PLAIN CONSERVATION AREA SINGAPORE 169339,3-10M,4-7k PSF
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,2021-05-01,800000,2753.0,290.63,7,01 to 05,999 yrs lease commencing from 1827,1.2981408343975,103.855635339249,470 NORTH BRIDGE ROAD BUGIS CUBE SINGAPORE 188735,<1M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2021-05-01,750000,3029.0,247.57,21,B1 to B5,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,<1M,2-4k PSF
CITY PLAZA,GEYLANG ROAD,Retail,2021-05-01,2890000,3051.0,947.23,14,01 to 05,Freehold,1.3147868971977,103.893472115119,810 GEYLANG ROAD CITY PLAZA SINGAPORE 409286,1-3M,2-4k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2021-05-01,802000,3921.0,204.52,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,2021-05-01,1150000,1842.0,624.31,14,01 to 05,Freehold,1.3141912983094,103.891500511011,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,1-3M,<2k PSF
HAVELOCK2,HAVELOCK ROAD,Retail,2021-05-01,419521,2165.0,193.75,1,01 to 05,99 yrs lease commencing from 1983,1.28715061616661,103.845153736863,2 HAVELOCK ROAD HAVELOCK2 SINGAPORE 059763,<1M,2-4k PSF
KRETA AYER CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,2021-05-01,10600000,8353.0,1269.08,1,-,99 yrs lease commencing from 1991,1.28364062936487,103.845845140893,198 SOUTH BRIDGE ROAD KRETA AYER CONSERVATION AREA SINGAPORE 058747,>10M,>7k PSF
LOFT @ NATHAN,RIVER VALLEY ROAD,Retail,2021-05-01,1860000,3323.0,559.73,10,01 to 05,Freehold,1.29446098581955,103.8276209036,428 RIVER VALLEY ROAD LOFT @ NATHAN SINGAPORE 248327,1-3M,2-4k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2021-05-01,500000,2903.0,172.22,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,2-4k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2021-05-01,520000,3221.0,161.46,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,2-4k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2021-05-01,780000,5574.0,139.93,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,<1M,4-7k PSF
SELETAR HILLS ESTATE,JALAN SELASEH,Shop House,2021-05-01,3580000,1644.0,2177.56,28,-,999 yrs lease commencing from 1879,1.38626932548523,103.8734064982,2 JALAN SELASEH SELETAR HILLS ESTATE SINGAPORE 808433,3-10M,<2k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2021-05-01,1860888,5239.0,355.21,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,4-7k PSF
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,2021-05-01,8000000,10112.0,791.15,1,-,999 yrs lease commencing from 1827,1.28243235039885,103.846560038081,25A CLUB STREET TELOK AYER CONSERVATION AREA SINGAPORE 069412,3-10M,>7k PSF
THE BENCOOLEN,BENCOOLEN STREET,Retail,2021-05-01,926000,5735.0,161.46,7,01 to 05,99 yrs lease commencing from 1995,1.30166188823652,103.853356123694,180 BENCOOLEN STREET THE BENCOOLEN SINGAPORE 189646,<1M,4-7k PSF
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,2021-05-01,400000,1956.0,204.52,19,01 to 05,Freehold,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,<1M,<2k PSF
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,2021-05-01,645000,2066.0,312.16,15,01 to 05,Freehold,1.30948276318529,103.911720115974,308 TELOK KURAU ROAD VIBES @ EAST COAST SINGAPORE 423858,<1M,2-4k PSF
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2021-04-01,250000,2581.0,96.88,21,01 to 05,99 yrs lease commencing from 1979,1.34241264188642,103.776539385406,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,<1M,2-4k PSF
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2021-04-01,1500000,2534.0,592.02,21,01 to 05,99 yrs lease commencing from 1979,1.34241264188642,103.776539385406,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,1-3M,2-4k PSF
BOAT QUAY CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,2021-04-01,13500000,8463.0,1595.22,1,-,999 yrs lease commencing from 1831,1.28827143301483,103.848978584888,13 SOUTH BRIDGE ROAD BOAT QUAY CONSERVATION AREA SINGAPORE 058657,>10M,>7k PSF
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,2021-04-01,1068000,3675.0,290.63,7,01 to 05,999 yrs lease commencing from 1827,1.2981408343975,103.855635339249,470 NORTH BRIDGE ROAD BUGIS CUBE SINGAPORE 188735,1-3M,2-4k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2021-04-01,428000,2339.0,182.99,21,B1 to B5,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,<1M,2-4k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2021-04-01,488000,2267.0,215.28,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
CHILTERN PARK,SERANGOON AVENUE 3,Retail,2021-04-01,560000,1858.0,301.39,19,01 to 05,99 yrs lease commencing from 1991,1.34986198545139,103.864551955664,131 SERANGOON AVENUE 3 CHILTERN PARK SINGAPORE 556112,<1M,<2k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2021-04-01,1260000,3252.0,387.5,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2021-04-01,1398000,4479.0,312.16,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2021-04-01,800000,1813.0,441.32,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,<1M,<2k PSF
FRANKEL ESTATE,FRANKEL AVENUE,Shop House,2021-04-01,5100000,2219.0,2298.11,15,-,Freehold,1.31599542550958,103.920503854492,1 CARLTON AVENUE FRANKEL ESTATE SINGAPORE 459775,3-10M,2-4k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2021-04-01,3800000,3017.0,1259.39,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,2-4k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2021-04-01,13500000,4104.0,3289.48,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,>10M,4-7k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2021-04-01,3550000,2717.0,1306.75,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,2-4k PSF
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,2021-04-01,1000000,2903.0,344.45,15,B1 to B5,Freehold,1.3040973115095,103.901515916971,865 MOUNTBATTEN ROAD KATONG SHOPPING CENTRE SINGAPORE 437844,<1M,2-4k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2021-04-01,22230000,20247.0,1097.93,9,B1 to B5,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,>10M,>7k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2021-04-01,4000000,6193.0,645.84,9,06 to 10,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,3-10M,4-7k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2021-04-01,1550000,4965.0,312.16,9,01 to 05,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,4-7k PSF
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,2021-04-01,2100000,4645.0,452.09,9,01 to 05,Freehold,1.30178778502846,103.838659766022,220 ORCHARD ROAD MIDPOINT ORCHARD SINGAPORE 238852,1-3M,4-7k PSF
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,2021-04-01,2000000,4424.0,452.09,9,01 to 05,Freehold,1.30178778502846,103.838659766022,220 ORCHARD ROAD MIDPOINT ORCHARD SINGAPORE 238852,1-3M,4-7k PSF
NEWEST,WEST COAST DRIVE,Retail,2021-04-01,400300,2656.0,150.7,5,01 to 05,956 yrs lease commencing from 1928,1.31641321892509,103.757451263299,1 WEST COAST DRIVE NEWEST SINGAPORE 128020,<1M,2-4k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2021-04-01,587400,2274.0,258.34,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,<1M,2-4k PSF
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,2021-04-01,1800000,4778.0,376.74,1,01 to 05,99 yrs lease commencing from 1970,1.28577009981805,103.843980122838,101 UPPER CROSS STREET PEOPLE'S PARK CENTRE SINGAPORE 058357,1-3M,4-7k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2021-04-01,2000000,5161.0,387.5,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,1-3M,4-7k PSF
PLUS,CECIL STREET,Retail,2021-04-01,3795650,2844.0,1334.74,1,01 to 05,99 yrs lease commencing from 1989,1.28305868511019,103.85047428531,20 CECIL STREET PLUS SINGAPORE 049705,3-10M,2-4k PSF
SECOND AVENUE JUNCTION,BUKIT TIMAH ROAD,Retail,2021-04-01,5800000,2323.0,2497.25,10,B1 to B5,Freehold,1.32982544693334,103.799469913283,733 BUKIT TIMAH ROAD SECOND AVENUE JUNCTION SINGAPORE 269748,3-10M,2-4k PSF
SUITES@ KATONG,TANJONG KATONG ROAD,Retail,2021-04-01,1880000,3011.0,624.31,15,01 to 05,Freehold,1.30780276693953,103.895551267647,263 TANJONG KATONG ROAD SUITES@ KATONG SINGAPORE 437050,1-3M,2-4k PSF
TELOK AYER CONSERVATION AREA,TELOK AYER STREET,Shop House,2021-04-01,17380000,10505.0,1654.43,1,-,999 yrs lease commencing from 1829,1.2818057378068,103.847756128245,1 BOON TAT STREET TELOK AYER CONSERVATION AREA SINGAPORE 069611,>10M,>7k PSF
TELOK AYER CONSERVATION AREA,STANLEY STREET,Shop House,2021-04-01,17750000,12607.0,1407.93,1,-,Freehold,1.27978465719004,103.847598399228,1 STANLEY STREET TELOK AYER CONSERVATION AREA SINGAPORE 068720,>10M,>7k PSF
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,2021-04-01,4800000,5717.0,839.59,20,01 to 05,99 yrs lease commencing from 1976,1.35466902496424,103.830919782333,301 UPPER THOMSON ROAD THOMSON PLAZA SINGAPORE 574408,3-10M,4-7k PSF
