Project Name,Street Name,Property Type,Sale Date,Transacted Price ($),Unit Price ($ PSF),Area (SQFT),Postal District,Floor Level,Tenure,latitude,longitude,geocoded_address,price_level,psf_level
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2021-12-01,1250000,2419.0,516.67,21,01 to 05,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,1-3M,2-4k PSF
D'LEEDON,LEEDON HEIGHTS,Retail,2021-12-01,2830000,2347.0,1205.57,10,01 to 05,99 yrs lease commencing from 2010,1.31609021863642,103.802300019532,1 LEEDON HEIGHTS D'LEEDON SINGAPORE 267939,1-3M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2021-12-01,1950000,4896.0,398.27,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2021-12-01,1780000,5512.0,322.92,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FRANKEL ESTATE,SIGLAP DRIVE,Shop House,2021-12-01,3200000,1739.0,1840.64,15,-,Freehold,1.31595471813242,103.918767717554,1 SIGLAP DRIVE FRANKEL ESTATE SINGAPORE 456141,3-10M,<2k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2021-12-01,3800000,2527.0,1503.73,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,2-4k PSF
HAVELOCK2,HAVELOCK ROAD,Retail,2021-12-01,1200000,4459.0,269.1,1,01 to 05,99 yrs lease commencing from 1983,1.28715061616661,103.845153736863,2 HAVELOCK ROAD HAVELOCK2 SINGAPORE 059763,1-3M,4-7k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2021-12-01,900000,5226.0,172.22,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,<1M,4-7k PSF
KAMPONG GLAM CONSERVATION AREA,HAJI LANE,Shop House,2021-12-01,5000000,8950.0,558.65,7,-,999 yrs lease commencing from 1828,1.30038404223474,103.859482395978,2 HAJI LANE KAMPONG GLAM CONSERVATION AREA SINGAPORE 189195,3-10M,>7k PSF
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,2021-12-01,4500000,4676.0,962.3,7,-,999 yrs lease commencing from 1833,1.30140177405083,103.858240245882,660 NORTH BRIDGE ROAD KAMPONG GLAM CONSERVATION AREA SINGAPORE 188797,3-10M,4-7k PSF
KRETA AYER CONSERVATION AREA,TEMPLE STREET,Shop House,2021-12-01,13800000,9365.0,1473.59,1,-,99 yrs lease commencing from 1998,1.28231053780678,103.844879418346,3 TEMPLE STREET KRETA AYER CONSERVATION AREA SINGAPORE 058556,>10M,>7k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2021-12-01,1250000,3416.0,365.98,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,1-3M,2-4k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2021-12-01,528000,3270.0,161.46,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2021-12-01,500000,1602.0,312.16,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
ROXY SQUARE,EAST COAST ROAD,Retail,2021-12-01,870000,2526.0,344.45,15,01 to 05,9999 yrs lease commencing from 1980,1.30432599904899,103.904051120306,50 EAST COAST ROAD ROXY SQUARE SINGAPORE 428769,<1M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2021-12-01,695000,2583.0,269.1,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,<1M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2021-12-01,950000,2385.0,398.27,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,<1M,2-4k PSF
SOHO LIFE,JOO CHIAT ROAD,Retail,2021-12-01,2000000,2815.0,710.42,15,01 to 05,Freehold,1.311960653325,103.900424708242,216 JOO CHIAT ROAD SOHO LIFE SINGAPORE 427483,1-3M,2-4k PSF
SOHO LIFE,JOO CHIAT ROAD,Retail,2021-12-01,995000,2801.0,355.21,15,01 to 05,Freehold,1.311960653325,103.900424708242,216 JOO CHIAT ROAD SOHO LIFE SINGAPORE 427483,<1M,2-4k PSF
SUNHAVEN,UPPER CHANGI ROAD EAST,Retail,2021-12-01,750000,1340.0,559.73,16,01 to 05,Freehold,1.34813938708512,103.962084910434,781 UPPER CHANGI ROAD EAST SUNHAVEN SINGAPORE 486069,<1M,<2k PSF
TEXTILE CENTRE,JALAN SULTAN,Retail,2021-12-01,950000,1051.0,904.18,7,01 to 05,99 yrs lease commencing from 1970,1.30393835645617,103.861630792094,200 JALAN SULTAN TEXTILE CENTRE SINGAPORE 199018,<1M,<2k PSF
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,2021-12-01,780000,3019.0,258.34,19,01 to 05,99 yrs lease commencing from 2013,1.37050445523679,103.895291518188,1187 UPPER SERANGOON ROAD THE MIDTOWN SINGAPORE 533971,<1M,2-4k PSF
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,2021-12-01,700000,2501.0,279.86,19,01 to 05,Freehold,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,<1M,2-4k PSF
THE VENUE SHOPPES,TAI THONG CRESCENT,Retail,2021-12-01,2480000,5120.0,484.38,13,01 to 05,99 yrs lease commencing from 2012,1.32879797339654,103.869271361818,2 TAI THONG CRESCENT THE VENUE SHOPPES SINGAPORE 347836,1-3M,4-7k PSF
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,2021-12-01,1400000,3941.0,355.21,20,01 to 05,99 yrs lease commencing from 1976,1.35466902496424,103.830919782333,301 UPPER THOMSON ROAD THOMSON PLAZA SINGAPORE 574408,1-3M,2-4k PSF
TIONG BAHRU ESTATE,ENG HOON STREET,Shop House,2021-12-01,5500000,6201.0,886.95,3,-,Freehold,1.28351037045244,103.835262119205,6 ENG HOON STREET TIONG BAHRU ESTATE SINGAPORE 169795,3-10M,4-7k PSF
111 SOMERSET,SOMERSET ROAD,Retail,2021-11-01,2860000,3019.0,947.23,9,11 to 15,99 yrs lease commencing from 1975,1.30020625685959,103.837317132796,111 SOMERSET ROAD 111 SOMERSET SINGAPORE 238164,1-3M,2-4k PSF
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,2021-11-01,16180000,12914.0,1252.93,1,-,999 yrs lease commencing from 1826,1.28814297750701,103.848933996224,1 CIRCULAR ROAD BOAT QUAY CONSERVATION AREA SINGAPORE 049357,>10M,>7k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2021-11-01,320000,2477.0,129.17,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Retail,2021-11-01,292000,1356.0,215.28,3,B1 to B5,99 yrs lease commencing from 1980,1.28888605616528,103.834206802698,317 OUTRAM ROAD CONCORDE SHOPPING CENTRE SINGAPORE 169075,<1M,<2k PSF
CROWN CENTRE,BUKIT TIMAH ROAD,Retail,2021-11-01,2550000,3159.0,807.3,10,01 to 05,Freehold,1.32304666837659,103.811160666737,557 BUKIT TIMAH ROAD CROWN CENTRE SINGAPORE 269694,1-3M,2-4k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2021-11-01,580000,1924.0,301.39,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,<1M,<2k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2021-11-01,490000,2276.0,215.28,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,<1M,2-4k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2021-11-01,900000,2883.0,312.16,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,<1M,2-4k PSF
PLUS,CECIL STREET,Retail,2021-11-01,3785060,2980.0,1270.15,1,06 to 10,99 yrs lease commencing from 1989,1.28305868511019,103.85047428531,20 CECIL STREET PLUS SINGAPORE 049705,3-10M,2-4k PSF
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,2021-11-01,26038000,11574.0,2249.68,1,-,999 yrs lease commencing from 1827,1.28243235039885,103.846560038081,25A CLUB STREET TELOK AYER CONSERVATION AREA SINGAPORE 069412,>10M,>7k PSF
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,2021-11-01,480000,1858.0,258.34,19,01 to 05,Freehold,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,<1M,<2k PSF
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,2021-10-01,1150000,3339.0,344.45,21,01 to 05,999 yrs lease commencing from 1884,1.34180018619223,103.776259359854,140 UPPER BUKIT TIMAH ROAD BEAUTY WORLD PLAZA SINGAPORE 588176,1-3M,2-4k PSF
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,2021-10-01,13000000,12053.0,1078.55,1,-,999 yrs lease commencing from 1826,1.28814297750701,103.848933996224,1 CIRCULAR ROAD BOAT QUAY CONSERVATION AREA SINGAPORE 049357,>10M,>7k PSF
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,2021-10-01,10700000,11258.0,950.46,1,-,999 yrs lease commencing from 1826,1.28814297750701,103.848933996224,1 CIRCULAR ROAD BOAT QUAY CONSERVATION AREA SINGAPORE 049357,>10M,>7k PSF
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,2021-10-01,9500000,9184.0,1034.42,1,-,999 yrs lease commencing from 1826,1.28814297750701,103.848933996224,1 CIRCULAR ROAD BOAT QUAY CONSERVATION AREA SINGAPORE 049357,3-10M,>7k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2021-10-01,350000,2501.0,139.93,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Retail,2021-10-01,1050000,4064.0,258.34,10,01 to 05,Freehold,1.32383512178759,103.809999570047,587 BUKIT TIMAH ROAD CORONATION SHOPPING PLAZA SINGAPORE 269707,1-3M,4-7k PSF
EASTWOOD CENTRE,EASTWOOD ROAD,Retail,2021-10-01,1280000,3049.0,419.8,16,01 to 05,99 yrs lease commencing from 1995,1.32154249881548,103.955535617961,20 EASTWOOD ROAD EASTWOOD CENTRE SINGAPORE 486442,1-3M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2021-10-01,1110000,3223.0,344.45,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,2-4k PSF
FUYUEN COURT,SIMS AVENUE,Retail,2021-10-01,2100000,1742.0,1205.57,14,01 to 05,Freehold,1.31610089372943,103.888998018255,520 SIMS AVENUE FUYUEN COURT SINGAPORE 387580,1-3M,<2k PSF
HEXACUBE,CHANGI ROAD,Retail,2021-10-01,731665,1658.0,441.32,14,B1 to B5,Freehold,1.3167232592555,103.902443640278,160 CHANGI ROAD HEXACUBE SINGAPORE 419728,<1M,<2k PSF
HEXACUBE,CHANGI ROAD,Retail,2021-10-01,2800000,3563.0,785.77,14,01 to 05,Freehold,1.3167232592555,103.902443640278,160 CHANGI ROAD HEXACUBE SINGAPORE 419728,1-3M,2-4k PSF
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,2021-10-01,2800000,3706.0,755.63,7,-,99 yrs lease commencing from 2003,1.30109715417334,103.860174752581,11 BUSSORAH STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199432,1-3M,2-4k PSF
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,2021-10-01,4700000,6337.0,741.64,7,-,999 yrs lease commencing from 1827,1.30183773068154,103.858845245064,100 ARAB STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199796,3-10M,4-7k PSF
KAMPONG GLAM CONSERVATION AREA,BAGHDAD STREET,Shop House,2021-10-01,6880000,8081.0,851.43,7,-,99 yrs lease commencing from 1995,1.30110002421987,103.859479490532,5 BAGHDAD STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199648,3-10M,>7k PSF
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,2021-10-01,520000,3221.0,161.46,15,01 to 05,Freehold,1.3040973115095,103.901515916971,865 MOUNTBATTEN ROAD KATONG SHOPPING CENTRE SINGAPORE 437844,<1M,2-4k PSF
KEMBANGAN COURT,JALAN MASJID,Retail,2021-10-01,1025000,2026.0,505.91,14,01 to 05,Freehold,1.319622124356,103.912288714696,5 JALAN MASJID KEMBANGAN COURT SINGAPORE 418924,1-3M,2-4k PSF
KRETA AYER CONSERVATION AREA,PAGODA STREET,Shop House,2021-10-01,13300000,10782.0,1233.55,1,-,Freehold,1.28294764988431,103.84479495967,31B PAGODA STREET KRETA AYER CONSERVATION AREA SINGAPORE 059190,>10M,>7k PSF
MODA,EAST COAST ROAD,Retail,2021-10-01,5500000,3573.0,1539.25,15,01 to 05,Freehold,1.30414392147877,103.903040922862,42 EAST COAST ROAD MODA SINGAPORE 428762,3-10M,2-4k PSF
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Retail,2021-10-01,2438000,2137.0,1140.98,5,01 to 05,99 yrs lease commencing from 2005,1.30220440131525,103.789907530412,7 ONE-NORTH GATEWAY ONE-NORTH RESIDENCES SINGAPORE 138642,1-3M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2021-10-01,4264000,3737.0,1140.98,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,3-10M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2021-10-01,2816000,3737.0,753.48,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,1-3M,2-4k PSF
ROXY SQUARE,EAST COAST ROAD,Retail,2021-10-01,775000,2571.0,301.39,15,01 to 05,9999 yrs lease commencing from 1999,1.30432599904899,103.904051120306,50 EAST COAST ROAD ROXY SQUARE SINGAPORE 428769,<1M,2-4k PSF
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,2021-10-01,1170000,4941.0,236.81,12,01 to 05,99 yrs lease commencing from 2013,1.32057156550961,103.843219261065,101 IRRAWADDY ROAD ROYAL SQUARE AT NOVENA SINGAPORE 329565,1-3M,4-7k PSF
SHENTON HOUSE,SHENTON WAY,Retail,2021-10-01,3030000,3753.0,807.3,1,01 to 05,99 yrs lease commencing from 1969,1.27601990655194,103.848835345266,7 SHENTON WAY FORMER SINGAPORE CONFERENCE HALL AND TRADE UNION HOUSE SINGAPORE 068810,3-10M,2-4k PSF
SIMS URBAN OASIS,SIMS DRIVE,Retail,2021-10-01,880000,1460.0,602.78,14,01 to 05,99 yrs lease commencing from 2014,1.31918958720539,103.881380824314,2 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387386,<1M,<2k PSF
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,2021-10-01,418000,2157.0,193.75,19,01 to 05,Freehold,1.35466521890966,103.876883622562,9 YIO CHU KANG ROAD SPACE @ KOVAN SINGAPORE 545523,<1M,2-4k PSF
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,2021-10-01,1069000,3547.0,301.39,19,01 to 05,99 yrs lease commencing from 2013,1.37050445523679,103.895291518188,1187 UPPER SERANGOON ROAD THE MIDTOWN SINGAPORE 533971,1-3M,2-4k PSF
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,2021-10-01,2189000,5649.0,387.5,20,01 to 05,99 yrs lease commencing from 1976,1.35466902496424,103.830919782333,301 UPPER THOMSON ROAD THOMSON PLAZA SINGAPORE 574408,1-3M,4-7k PSF
ATRIUM RESIDENCES,GEYLANG ROAD,Shop House,2021-09-01,1243000,909.0,1367.03,14,-,Freehold,1.31357032036401,103.885616424065,512 GEYLANG ROAD ATRIUM RESIDENCES SINGAPORE 389468,1-3M,<2k PSF
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2021-09-01,1500000,2212.0,678.13,21,01 to 05,99 yrs lease commencing from 1979,1.34241264188642,103.776539385406,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,1-3M,2-4k PSF
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Retail,2021-09-01,1050000,3902.0,269.1,10,01 to 05,Freehold,1.32383512178759,103.809999570047,587 BUKIT TIMAH ROAD CORONATION SHOPPING PLAZA SINGAPORE 269707,1-3M,2-4k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-09-01,748800,2108.0,355.21,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2021-09-01,1638000,4113.0,398.27,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2021-09-01,4500000,2990.0,1504.81,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,2-4k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2021-09-01,3600000,2432.0,1480.05,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,2-4k PSF
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,2021-09-01,970000,5632.0,172.22,10,01 to 05,Freehold,1.31027747574118,103.795371163103,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE SINGAPORE 278967,<1M,4-7k PSF
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,Retail,2021-09-01,1700000,1579.0,1076.4,5,01 to 05,Freehold,1.27948670070186,103.785756186651,218 PASIR PANJANG ROAD ICON @ PASIR PANJANG SINGAPORE 118579,1-3M,<2k PSF
JK BUILDING,JALAN JURONG KECHIL,Retail,2021-09-01,3500000,2391.0,1463.9,21,-,Freehold,1.34055585014186,103.774342109131,50 JALAN JURONG KECHIL JK BUILDING SINGAPORE 598578,3-10M,2-4k PSF
JUNCTION NINE,YISHUN AVENUE 9,Retail,2021-09-01,1819000,4567.0,398.27,27,01 to 05,99 yrs lease commencing from 2013,1.4331228398318,103.84166098599,18 YISHUN AVENUE 9 JUNCTION NINE SINGAPORE 768897,1-3M,4-7k PSF
LOFT @ NATHAN,RIVER VALLEY ROAD,Retail,2021-09-01,2080000,3275.0,635.08,10,01 to 05,Freehold,1.29446098581955,103.8276209036,428 RIVER VALLEY ROAD LOFT @ NATHAN SINGAPORE 248327,1-3M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2021-09-01,1680000,3001.0,559.73,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,2-4k PSF
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,2021-09-01,515000,5316.0,96.88,21,01 to 05,Freehold,1.34054847886549,103.773649129593,68 JALAN JURONG KECHIL SUITES AT BUKIT TIMAH SINGAPORE 596180,<1M,4-7k PSF
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,2021-09-01,288000,3344.0,86.11,21,01 to 05,Freehold,1.34054847886549,103.773649129593,68 JALAN JURONG KECHIL SUITES AT BUKIT TIMAH SINGAPORE 596180,<1M,2-4k PSF
TEACHER'S HOUSING ESTATE,KALIDASA AVENUE,Retail,2021-09-01,3500000,2032.0,1722.24,26,-,999 yrs lease commencing from 1885,1.38171310724704,103.830165804211,1 KALIDASA AVENUE TEACHER'S HOUSING ESTATE SINGAPORE 789381,3-10M,2-4k PSF
TELOK AYER CONSERVATION AREA,TELOK AYER STREET,Shop House,2021-09-01,16800000,11570.0,1452.06,1,-,Freehold,1.2818057378068,103.847756128245,1 BOON TAT STREET TELOK AYER CONSERVATION AREA SINGAPORE 069611,>10M,>7k PSF
TELOK AYER CONSERVATION AREA,TELOK AYER STREET,Shop House,2021-09-01,8550000,11109.0,769.63,1,-,999 yrs lease commencing from 1827,1.2818057378068,103.847756128245,1 BOON TAT STREET TELOK AYER CONSERVATION AREA SINGAPORE 069611,3-10M,>7k PSF
TELOK AYER CONSERVATION AREA,STANLEY STREET,Shop House,2021-09-01,15500000,10397.0,1490.81,1,-,Freehold,1.27978465719004,103.847598399228,1 STANLEY STREET TELOK AYER CONSERVATION AREA SINGAPORE 068720,>10M,>7k PSF
THE COMMERZE@IRVING,IRVING PLACE,Retail,2021-09-01,465000,1271.0,365.98,13,01 to 05,60 yrs lease commencing from 2011,1.33623678708616,103.88643382511,1 IRVING PLACE THE COMMERZE@IRVING SINGAPORE 369546,<1M,<2k PSF
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,2021-09-01,400000,2323.0,172.22,19,01 to 05,Freehold,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,<1M,2-4k PSF
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,2021-09-01,1800000,5574.0,322.92,20,01 to 05,99 yrs lease commencing from 1976,1.35466902496424,103.830919782333,301 UPPER THOMSON ROAD THOMSON PLAZA SINGAPORE 574408,1-3M,4-7k PSF
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,2021-09-01,375000,1659.0,226.04,5,01 to 05,Freehold,1.27980322314972,103.78590960328,3 SOUTH BUONA VISTA ROAD VIVA VISTA SINGAPORE 118136,<1M,<2k PSF
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2021-08-01,6000000,2680.0,2238.91,21,01 to 05,99 yrs lease commencing from 1976,1.33875930729064,103.778600077834,1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA SINGAPORE 588996,3-10M,2-4k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-08-01,714480,2011.0,355.21,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,2-4k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-08-01,961800,2031.0,473.62,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,2-4k PSF
CT HUB 2,LAVENDER STREET,Retail,2021-08-01,851700,2198.0,387.5,12,01 to 05,63 yrs lease commencing from 2012,1.31158791334051,103.863375124429,114 LAVENDER STREET CT HUB 2 SINGAPORE 338729,<1M,2-4k PSF
KAMPONG GLAM CONSERVATION AREA,JALAN PISANG,Shop House,2021-08-01,3800000,4664.0,814.83,7,-,Freehold,1.30296642723967,103.858652909561,1 JALAN PISANG KAMPONG GLAM CONSERVATION AREA SINGAPORE 199069,3-10M,4-7k PSF
KRETA AYER CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,2021-08-01,35000000,14255.0,2455.27,1,-,999 yrs lease commencing from 1877,1.28364062936487,103.845845140893,198 SOUTH BRIDGE ROAD KRETA AYER CONSERVATION AREA SINGAPORE 058747,>10M,>7k PSF
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,2021-08-01,4660000,12369.0,376.74,9,01 to 05,Freehold,1.30178778502846,103.838659766022,220 ORCHARD ROAD MIDPOINT ORCHARD SINGAPORE 238852,3-10M,>7k PSF
NOVENA REGENCY,THOMSON ROAD,Retail,2021-08-01,1200000,4288.0,279.86,11,01 to 05,Freehold,1.32114652933088,103.841550400671,275 THOMSON ROAD NOVENA REGENCY SINGAPORE 307645,1-3M,4-7k PSF
ORCHARD TOWERS,ORCHARD ROAD,Retail,2021-08-01,2600000,4473.0,581.26,9,01 to 05,Freehold,1.30508722710852,103.830722581168,541 ORCHARD ROAD LIAT TOWERS SINGAPORE 238881,1-3M,4-7k PSF
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,2021-08-01,1550000,4114.0,376.74,1,01 to 05,99 yrs lease commencing from 1970,1.28577009981805,103.843980122838,101 UPPER CROSS STREET PEOPLE'S PARK CENTRE SINGAPORE 058357,1-3M,4-7k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2021-08-01,2100000,11476.0,182.99,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,1-3M,>7k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2021-08-01,14100000,1842.0,7653.2,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,>10M,<2k PSF
RIVERTREES RESIDENCES,FERNVALE CLOSE,Retail,2021-08-01,1320000,2010.0,656.6,28,01 to 05,99 yrs lease commencing from 2013,1.39402092122499,103.881215058062,21 FERNVALE CLOSE RIVERTREES RESIDENCES SINGAPORE 797460,1-3M,2-4k PSF
SOUTHAVEN II,HINDHEDE WALK,Retail,2021-08-01,490000,1517.0,322.92,21,01 to 05,999 yrs lease commencing from 1877,1.34612636607464,103.773471806293,31 HINDHEDE WALK SOUTHAVEN II SINGAPORE 587967,<1M,<2k PSF
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,2021-08-01,390000,3294.0,118.4,21,01 to 05,Freehold,1.34054847886549,103.773649129593,68 JALAN JURONG KECHIL SUITES AT BUKIT TIMAH SINGAPORE 596180,<1M,2-4k PSF
TEXTILE CENTRE,JALAN SULTAN,Retail,2021-08-01,500000,1255.0,398.27,7,01 to 05,99 yrs lease commencing from 1970,1.30393835645617,103.861630792094,200 JALAN SULTAN TEXTILE CENTRE SINGAPORE 199018,<1M,<2k PSF
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,2021-08-01,330000,1614.0,204.52,19,01 to 05,Freehold,1.35348082277147,103.878828134896,756 UPPER SERANGOON ROAD UPPER SERANGOON SHOPPING CENTRE SINGAPORE 534626,<1M,<2k PSF
